03/02/2026,DR. EDWARD LOWE INC.,363.00,,6856.19
03/01/2026,UBER CANADA/UBERTRIP,14.82,,6493.19
03/01/2026,LS SEA DRAGON CHARTER,11.14,,6478.37
03/01/2026,ACT*ACT*YMCA GREATER V,75.06,,6467.23
02/27/2026,Amazon Channels,4.47,,6392.17
02/26/2026,GOOGLE*YOUTUBEPREMIUM,25.75,,6387.70
02/23/2026,THE HOME DEPOT #7042,11.18,,6361.95
02/23/2026,APPLE.COM/BILL,54.86,,6350.77
02/22/2026,PUMPJACK PUB,7.67,,6295.91
02/22/2026,PUMPJACK PUB,9.74,,6288.24
02/22/2026,PUMPJACK PUB,29.80,,6278.50
02/22/2026,THE HOME DEPOT #7042,44.78,,6248.70
02/20/2026,AGI*BESTBUY.CA/MBRSHP,268.79,,6203.92
02/20/2026,CITY OF VANCOUVER - TRANS,30.00,,5935.13
02/20/2026,BC LIQUOR #094,27.78,,5905.13
02/20/2026,THE HOME DEPOT #7042,137.62,,5877.35
02/19/2026,SHAW CABLESYSTEMS,152.32,,5739.73
02/18/2026,Netflix.com,26.87,,5587.41
02/17/2026,DAVIE STREET YIG,108.16,,5560.54
02/16/2026,UBER CANADA/UBERTRIP,9.61,,5452.38
02/16/2026,UBER CANADA/UBERTRIP,3.00,,5442.77
02/15/2026,ESSO SMART STOP 37852,61.01,,5439.77
02/15/2026,ACT*ACT*YMCA GREATER V,75.06,,5378.76
02/15/2026,APPLE.COM/BILL,49.71,,5303.70
02/15/2026,PRIMMUM INSURANCE COMP,240.33,,5253.99
02/14/2026,UBER CANADA/UBEREATS,93.11,,5013.66
02/13/2026,THE HOME DEPOT #7042,42.54,,4920.55
02/11/2026,THE HOME DEPOT #7042,90.49,,4878.01
02/09/2026,THE HOME DEPOT #7042,202.93,,4787.52
02/09/2026,THE HOME DEPOT #7042,26.50,,4584.59
02/09/2026,APPLE.COM/BILL,66.05,,4558.09
02/06/2026,BC LIQUOR #094,114.41,,4492.04
02/06/2026,THE HOME DEPOT #7042,67.63,,4377.63
02/06/2026,DAVIE STREET YIG,12.60,,4310.00
02/06/2026,SUBWAY 13591,33.36,,4297.40
02/06/2026,SQ *WILSON DIVING,200.00,,4264.04
02/05/2026,KIN'S FARM MARKET DAV,4.00,,4064.04
02/05/2026,DAVIE STREET YIG,80.54,,4060.04
02/05/2026,LS BONES PET STORE INC,31.77,,3979.50
02/05/2026,AMYS ON DAVIE,4.47,,3947.73
02/05/2026,LA TIENDITA,7.00,,3943.26
02/05/2026,MI TIERRA LATINA STORE -,5.08,,3936.26
02/04/2026,THE HOME DEPOT #7042,,29.10,3931.18
02/04/2026,THE HOME DEPOT #7042,25.65,,3960.28
02/04/2026,SHELL C01213,71.63,,3934.63
02/03/2026,THE HOME DEPOT #7042,610.14,,3863.00
02/03/2026,THE HOME DEPOT #7042,,80.05,3252.86
02/03/2026,THE HOME DEPOT #7042,,72.78,3332.91
02/02/2026,WENDY'S RESTAURANTS,35.06,,3405.69
02/02/2026,APPLE.COM/BILL,30.23,,3370.63
02/02/2026,UBER CANADA/UBERTRIP,3.00,,3340.40
02/02/2026,UBER CANADA/UBERTRIP,8.70,,3337.40
02/02/2026,PREAUTHORIZED PAYMENT,,4093.33,3328.70
02/01/2026,ACT*ACT*YMCA GREATER V,75.06,,7422.03
01/31/2026,BC LIQUOR #094,89.92,,7346.97
01/31/2026,DAVIE STREET YIG,14.99,,7257.05
01/30/2026,SUSHI MUGEN,62.61,,7242.06
01/28/2026,DAVIE STREET YIG,297.55,,7179.45
01/27/2026,Amazon Channels,4.47,,6881.90
01/26/2026,COMPASS ACCOUNT BURNAB,4.85,,6877.43
01/26/2026,GOOGLE*YOUTUBEPREMIUM,25.75,,6872.58
01/25/2026,"BCF - SURREY, QUEEN OF",43.43,,6846.83
01/25/2026,THE BAKERY,20.53,,6803.40
01/24/2026,BCF - ONLINE SALES & BOOK,82.30,,6782.87
01/23/2026,BCF - ONLINE SALES & BOOK,20.00,,6700.57
01/23/2026,SUSHI MUGEN,59.97,,6680.57
01/19/2026,SHAW CABLESYSTEMS,152.32,,6620.60
01/19/2026,UBER CANADA/UBEREATS,62.57,,6468.28
01/19/2026,UBER CANADA/UBERTRIP,8.66,,6405.71
01/19/2026,Amazon Channels,16.79,,6397.05
01/19/2026,UBER   *TRIP,13.61,,6380.26
01/18/2026,SUSHI MUGEN,66.59,,6366.65
01/18/2026,ACT*ACT*YMCA GREATER V,75.06,,6300.06
01/18/2026,NETFLIX.COM,26.87,,6225.00
01/17/2026,APPLE.COM/BILL,62.70,,6198.13
01/17/2026,APPLE.COM/BILL,,8.23,6135.43
01/17/2026,DAVIE STREET YIG,63.74,,6143.66
01/16/2026,WORKSAFEBC,197.60,,6079.92
01/16/2026,COTTON MOUTH SMOKE SHOP,124.86,,5882.32
01/16/2026,DAVIE STREET YIG,214.40,,5757.46
01/16/2026,DAVIE STREET YIG,75.36,,5543.06
01/15/2026,PRIMMUM INSURANCE COMP,240.33,,5467.70
01/15/2026,APPLE.COM/BILL,49.71,,5227.37
01/14/2026,MURRICK INSURANCE DOWNTOW,1028.00,,5177.66
01/14/2026,PET PANTRY,36.93,,4149.66
01/13/2026,COTTON MOUTH SMOKE SHOP,19.40,,4112.73
