05/31/2026,IMPARK00011693U,3.12,,3696.60
05/28/2026,SAVE ON FOODS #937,403.87,,3693.48
05/28/2026,SHOPPERS DRUG MART #27,118.37,,3289.61
05/28/2026,SHOPPERS DRUG MART #27,14.27,,3171.24
05/27/2026,Amazon Channels,4.47,,3156.97
05/26/2026,THE HOME DEPOT #7259,12.30,,3152.50
05/26/2026,GOOGLE*YOUTUBEPREMIUM,25.75,,3140.20
05/25/2026,DAVIE STREET YIG,23.14,,3114.45
05/25/2026,PREAUTHORIZED PAYMENT,,2853.86,3091.31
05/24/2026,ACT*ACT*YMCA GREATER V,75.06,,5945.17
05/23/2026,TOFINO CONSUMERS CO-OP,74.03,,5870.11
05/23/2026,APPLE.COM/BILL,57.65,,5796.08
05/23/2026,UBER CANADA/UBERTRIP,3.00,,5738.43
05/22/2026,"BCF - VANIS, SPIRIT OF",46.89,,5735.43
05/22/2026,NOFRILLS TYLER'S #3417,48.81,,5688.54
05/19/2026,THE HOME DEPOT #7047,,19.02,5639.73
05/19/2026,SHAW CABLESYSTEMS,160.16,,5658.75
05/19/2026,CITY OF VANCOUVER - TRANS,25.00,,5498.59
05/19/2026,PROSOURCE SUPPLY,,48.75,5473.59
05/18/2026,THE HOME DEPOT #7259,11.73,,5522.34
05/18/2026,NETFLIX.COM,26.87,,5510.61
05/17/2026,CANADIAN TIRE #389,6.29,,5483.74
05/17/2026,IMPARK00011693U,3.12,,5477.45
05/17/2026,THE HOME DEPOT #7042,5.44,,5474.33
05/17/2026,THE HOME DEPOT #7259,43.51,,5468.89
05/16/2026,LS MAPLE LEAF GARDEN C,78.71,,5425.38
05/16/2026,CRAIGSLIST.ORG,5.00,,5346.67
05/16/2026,CRAIGSLIST.ORG,5.00,,5341.67
05/16/2026,UBER CANADA/UBEREATS,73.74,,5336.67
05/15/2026,CREATIVE BRICKS N BLOCKS,44.80,,5262.93
05/15/2026,WITTET DEVELOPMENTS,29.38,,5218.13
05/15/2026,DAVIE VILLAGE HOME HARDWA,8.01,,5188.75
05/15/2026,GARDENWORKS,5.74,,5180.74
05/15/2026,RONA HOME CENTRE  0814,22.39,,5175.00
05/15/2026,APPLE.COM/BILL,49.71,,5152.61
05/15/2026,UBER CANADA/UBERTRIP,6.78,,5102.90
05/15/2026,UBER CANADA/UBERTRIP,3.00,,5096.12
05/15/2026,PRIMMUM INSURANCE COMP,240.33,,5093.12
05/14/2026,CANADIAN TIRE #389,6.29,,4852.79
05/14/2026,THE HOME DEPOT #7042,81.48,,4846.50
05/14/2026,THE HOME DEPOT #7047,186.53,,4765.02
05/14/2026,GARDENWORKS,57.45,,4578.49
05/14/2026,CHV43103 HILLVIEW CHEV,98.24,,4521.04
05/14/2026,CLOUDFLARE,13.59,,4422.80
05/13/2026,MR. GREEK DONAIR TOWN,35.10,,4409.21
05/13/2026,7-ELEVEN STORE #37852,14.41,,4374.11
05/13/2026,IMPARK00011693U,3.12,,4359.70
05/13/2026,DICKS LUMBER 67630,21.44,,4356.58
05/13/2026,CREATIVE BRICKS N BLOCKS,44.80,,4335.14
05/13/2026,RONA HOME CENTRE  0814,43.49,,4290.34
05/12/2026,CANADIAN TIRE #389,,21.26,4246.85
05/12/2026,CANADIAN TIRE #389,22.39,,4268.11
05/12/2026,MCDONALD'S #1191   Q04,13.62,,4245.72
05/12/2026,THE HOME DEPOT #7042,,93.95,4232.10
05/12/2026,THE HOME DEPOT #7042,31.77,,4326.05
05/12/2026,THE HOME DEPOT #7047,241.90,,4294.28
05/12/2026,GARDENWORKS,26.29,,4052.38
05/12/2026,UBER CANADA/UBEREATS,49.40,,4026.09
05/12/2026,UBER CANADA/UBERTRIP,3.00,,3976.69
05/12/2026,UBER CANADA/UBERTRIP,7.10,,3973.69
05/11/2026,MCDONALD'S #8078   Q04,6.29,,3966.59
05/11/2026,THE HOME DEPOT #7042,27.96,,3960.30
05/10/2026,MCDONALD'S #1191   Q04,20.94,,3932.34
05/10/2026,SQ *THE SKYLIGHT VENUE IN,25.96,,3911.40
05/10/2026,ACT*ACT*YMCA GREATER V,75.06,,3885.44
05/10/2026,SQ *THE SKYLIGHT VENUE IN,11.80,,3810.38
05/10/2026,UBER CANADA/UBERTRIP,18.54,,3798.58
05/10/2026,UBER CANADA/UBERTRIP,3.00,,3780.04
05/10/2026,UBER CANADA/UBERTRIP,3.00,,3777.04
05/10/2026,UBER CANADA/UBERTRIP,7.40,,3774.04
05/09/2026,WENDY'S RESTAURANTS,36.15,,3766.64
05/09/2026,MARQUIS WINE CELLARS,51.68,,3730.49
05/09/2026,IMPARK00011693U,3.12,,3678.81
05/09/2026,CANADIAN TIRE #389,110.24,,3675.69
05/09/2026,THE HOME DEPOT #7042,111.59,,3565.45
05/09/2026,THE HOME DEPOT #7042,,67.17,3453.86
05/09/2026,THE HOME DEPOT #7042,39.90,,3521.03
05/09/2026,APPLE.COM/BILL,43.73,,3481.13
05/09/2026,UBER CANADA/UBERTRIP,3.00,,3437.40
05/09/2026,UBER CANADA/UBERTRIP,7.27,,3434.40
05/08/2026,GARDENWORKS,38.85,,3427.13
05/08/2026,PROSOURCE SUPPLY,139.83,,3388.28
05/08/2026,IMPARK00011693U,3.12,,3248.45
05/08/2026,THE HOME DEPOT #7047,154.61,,3245.33
05/08/2026,THE HOME DEPOT #7047,78.38,,3090.72
05/06/2026,SHERWIN-WILLIAMS768765,105.27,,3012.34
05/04/2026,DAVIE STREET YIG,53.21,,2907.07
