04/03/2026,GRANDVIEW LANES,24.64,,4592.01
04/03/2026,GRANDVIEW LANES,24.41,,4567.37
04/03/2026,UBER CANADA/UBEREATS,53.77,,4542.96
04/03/2026,UBER CANADA/UBERTRIP,8.13,,4489.19
04/01/2026,UBER CANADA/UBERTRIP,3.00,,4481.06
04/01/2026,UBER CANADA/UBERTRIP,3.00,,4478.06
04/01/2026,UBER CANADA/UBERTRIP,15.93,,4475.06
04/01/2026,UBER CANADA/UBERTRIP,3.00,,4459.13
04/01/2026,UBER CANADA/UBERTRIP,18.13,,4456.13
03/31/2026,DAVIE STREET YIG,89.20,,4438.00
03/29/2026,CHIPOTLE 5661,27.62,,4348.80
03/29/2026,SQ *WALL CENTRE FINE SPIR,53.85,,4321.18
03/29/2026,ACT*ACT*YMCA GREATER V,75.06,,4267.33
03/29/2026,SUPER 99 DISCOUNT,6.70,,4192.27
03/29/2026,DAVIE VILLAGE BAKERY,16.91,,4185.57
03/28/2026,MAGIC MUG CAFE,4.83,,4168.66
03/27/2026,IGA 1070,18.97,,4163.83
03/27/2026,Amazon Channels,4.47,,4144.86
03/26/2026,DAVIE STREET YIG,307.49,,4140.39
03/26/2026,GOOGLE*YOUTUBEPREMIUM,25.75,,3832.90
03/26/2026,UBER CANADA/UBERTRIP,5.96,,3807.15
03/26/2026,UBER CANADA/UBERTRIP,11.53,,3801.19
03/26/2026,UBER CANADA/UBERTRIP,3.00,,3789.66
03/26/2026,UBER CANADA/UBERTRIP,3.00,,3786.66
03/25/2026,IGA 1070,41.41,,3783.66
03/24/2026,PREAUTHORIZED PAYMENT,,6856.19,3742.25
03/23/2026,APPLE.COM/BILL,64.30,,10598.44
03/22/2026,TST-Yolks - Davie St,110.57,,10534.14
03/22/2026,PETRO-CANADA 69820,97.18,,10423.57
03/21/2026,BC LIQUOR #094,116.46,,10326.39
03/21/2026,VANCOUVER EUROPEAN DEL,4.49,,10209.93
03/21/2026,CANADIAN TIRE #389,126.83,,10205.44
03/21/2026,BELLA GELATERIA,22.30,,10078.61
03/20/2026,MARQUIS WINE CELLARS,41.49,,10056.31
03/20/2026,DAVIE STREET YIG,77.61,,10014.82
03/19/2026,SHAW CABLESYSTEMS,155.86,,9937.21
03/19/2026,SNIFFIES,77.94,,9781.35
03/19/2026,COTTON MOUTH SMOKE SHOP,55.44,,9703.41
03/19/2026,UBER CANADA/UBEREATS,56.33,,9647.97
03/19/2026,UBER CANADA/UBERTRIP,7.65,,9591.64
03/18/2026,Netflix.com,26.87,,9583.99
03/18/2026,UBER CANADA/UBERTRIP,3.00,,9557.12
03/18/2026,UBER CANADA/UBERTRIP,8.70,,9554.12
03/18/2026,UBER CANADA/UBERTRIP,3.00,,9545.42
03/17/2026,DR. EDWARD LOWE INC.,305.40,,9542.42
03/17/2026,MCAFEE*AUTORENEWAL,145.59,,9237.02
03/15/2026,PRIMMUM INSURANCE COMP,240.33,,9091.43
03/15/2026,TST-Score on Davie,86.67,,8851.10
03/15/2026,ACT*ACT*YMCA GREATER V,75.06,,8764.43
03/15/2026,APPLE.COM/BILL,44.78,,8689.37
03/15/2026,APPLE.COM/BILL,49.71,,8644.59
03/13/2026,DAVIE STREET YIG,304.40,,8594.88
03/12/2026,UBER CANADA/UBERTRIP,10.45,,8290.48
03/12/2026,UBER CANADA/UBERTRIP,15.50,,8280.03
03/12/2026,UBER CANADA/UBERTRIP,3.00,,8264.53
03/11/2026,UBER CANADA/UBEREATS,36.61,,8261.53
03/11/2026,UBER CANADA/UBERTRIP,3.00,,8224.92
03/11/2026,UBER CANADA/UBERTRIP,7.74,,8221.92
03/10/2026,UBER CANADA/UBERTRIP,3.00,,8214.18
03/10/2026,UBER CANADA/UBERTRIP,3.00,,8211.18
03/10/2026,UBER CANADA/UBERTRIP,8.78,,8208.18
03/08/2026,D'ORO GELATO E CAFFE,17.39,,8199.40
03/08/2026,DAVIE STREET YIG,70.05,,8182.01
03/08/2026,SQ *WALL CENTRE FINE SPIR,78.30,,8111.96
03/08/2026,SQ *NO POINT MUSIC GOSQ.C,11.80,,8033.66
03/08/2026,SQ *NO POINT MUSIC GOSQ.C,10.62,,8021.86
03/06/2026,DAVIE VILLAGE HOME HARDWA,125.35,,8011.24
03/06/2026,DAVIE VILLAGE HOME HARDWA,29.11,,7885.89
03/06/2026,SQ *KADOYA SUSHI,63.19,,7856.78
03/05/2026,SAVE ON FOODS #937,18.24,,7793.59
03/05/2026,THE HOME DEPOT #7259,,73.60,7775.35
03/05/2026,GARDENWORKS,16.79,,7848.95
03/05/2026,UBER CANADA/UBEREATS,41.55,,7832.16
03/04/2026,THE HOME DEPOT #7042,,73.44,7790.61
03/04/2026,DAVIE STREET YIG,261.98,,7864.05
03/04/2026,COTTON MOUTH SMOKE SHOP,49.90,,7602.07
03/04/2026,ENSIGN PACIFIC CHRYSLER D,681.89,,7552.17
03/03/2026,IGA 1070,14.09,,6870.28
