source_file,title,disposition,detail,destination,archived_to
Fantasy-AMAP fantasy-portrait FantasyPortrait 9d43c8c03da54f9da2c659ea9974223e.md,Fantasy-AMAP/fantasy-portrait: FantasyPortrait,ingested-entity-card,,Knowledge/AI-Image-Midjourney/fantasy-amap-fantasy-portrait-fantasyportrait.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-01/Fantasy-AMAP fantasy-portrait FantasyPortrait 9d43c8c03da54f9da2c659ea9974223e.md
Fantasy-AMAP fantasy-talking 58a371f97262440ba374fe44add22b8b.md,Fantasy-AMAP/fantasy-talking,ingested-entity-card,,Knowledge/Audio-Fusion/fantasy-amap-fantasy-talking.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-01/Fantasy-AMAP fantasy-talking 58a371f97262440ba374fe44add22b8b.md
FastVideo db88b6f353d34922ab170d3c4f0c32af.md,FastVideo,already-ingested,exact:Knowledge/AI-Video/FastVideo.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-01/FastVideo db88b6f353d34922ab170d3c4f0c32af.md
FilmPort 176b4695a24d802a8686e12e562a5743.md,FilmPort,already-ingested,exact:Knowledge/AI-Video/FilmPort.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-01/FilmPort 176b4695a24d802a8686e12e562a5743.md
Financial Tips 176b4695a24d80858b9ee29872ae8087.md,Financial Tips,excluded-nontechnical,personal/lifestyle item; archived without knowledge card,,raw/notion-dump-ingest-archive/2026-07-16/Batch-01/Financial Tips 176b4695a24d80858b9ee29872ae8087.md
FireRedTeam FireRed-Image-Edit 35bb4695a24d8130924afda39b34c20b.md,FireRedTeam/FireRed-Image-Edit,already-ingested,word-match:Knowledge/AI-Image/firered-image-edit.md:0.75,,raw/notion-dump-ingest-archive/2026-07-16/Batch-01/FireRedTeam FireRed-Image-Edit 35bb4695a24d8130924afda39b34c20b.md
FireRedTeam FireRed-Image-Edit 35bb4695a24d8189826cc603aa70762e.md,FireRedTeam/FireRed-Image-Edit,already-ingested,word-match:Knowledge/AI-Image/firered-image-edit.md:0.75,,raw/notion-dump-ingest-archive/2026-07-16/Batch-01/FireRedTeam FireRed-Image-Edit 35bb4695a24d8189826cc603aa70762e.md
Fireside Chat The Future of Photoshop and Gen AI 6521f2bcf5a04381adbdc4998699dd50.md,Fireside Chat: The Future of Photoshop and Gen AI,ingested-entity-card,,Knowledge/AI-Image-Midjourney/fireside-chat-the-future-of-photoshop-and-gen-ai.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-01/Fireside Chat The Future of Photoshop and Gen AI 6521f2bcf5a04381adbdc4998699dd50.md
FlashPortrait 2ddb4695a24d8156a204fb260fca2fd4.md,FlashPortrait,ingested-entity-card,,Knowledge/AI-Image-Midjourney/flashportrait.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-01/FlashPortrait 2ddb4695a24d8156a204fb260fca2fd4.md
"FlowMap High-Quality Camera Poses, Intrinsics, and c1fdb6dbf47645a2b08c6b9b32ac3f8e.md","FlowMap: High-Quality Camera Poses, Intrinsics, and Depth via Gradient Descent",ingested-entity-card,,Knowledge/AI-3D/flowmap-high-quality-camera-poses-intrinsics-and-depth-via-gradient-descent.md,"raw/notion-dump-ingest-archive/2026-07-16/Batch-01/FlowMap High-Quality Camera Poses, Intrinsics, and c1fdb6dbf47645a2b08c6b9b32ac3f8e.md"
Flux 208b4695a24d805fac2ad4671284d0d9.md,Flux,already-ingested,exact:Knowledge/AI-Image/flux.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-01/Flux 208b4695a24d805fac2ad4671284d0d9.md
FotographerAI ZenCtrl 41890d4cf3a541748a02a5e281a51685.md,FotographerAI/ZenCtrl,ingested-entity-card,,Knowledge/AI-Image-Midjourney/fotographerai-zenctrl.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-01/FotographerAI ZenCtrl 41890d4cf3a541748a02a5e281a51685.md
Frame io e5760bf7b4f84be8b8472a417bf91cbb.md,Frame.io,ingested-entity-card,,Knowledge/AI-Video/frame-io.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-01/Frame io e5760bf7b4f84be8b8472a417bf91cbb.md
Francis-Rings StableAvatar 7702a1a855764f1c8e153e112b4b87eb.md,Francis-Rings/StableAvatar,ingested-entity-card,,Knowledge/Audio-Fusion/francis-rings-stableavatar.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-01/Francis-Rings StableAvatar 7702a1a855764f1c8e153e112b4b87eb.md
Free-Moving Object Reconstruction and Pose Estimat 3e61683ccb28460ea0870e94b6c3f54e.md,Free-Moving Object Reconstruction and Pose Estimation with Virtual Camera,ingested-entity-card,,Knowledge/Motion-Capture/free-moving-object-reconstruction-and-pose-estimation-with-virtual-camera.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-01/Free-Moving Object Reconstruction and Pose Estimat 3e61683ccb28460ea0870e94b6c3f54e.md
Frozen Ballerinas ( 3D Gaussian Splatting ) - YouT b38bbd1ebc6047089196f990ba334b04.md,Frozen Ballerinas ( 3D Gaussian Splatting ) - YouTube - David Yu,ingested-entity-card,,Knowledge/AI-3D/frozen-ballerinas-3d-gaussian-splatting-youtube-david-yu.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-01/Frozen Ballerinas ( 3D Gaussian Splatting ) - YouT b38bbd1ebc6047089196f990ba334b04.md
