source_file,title,disposition,detail,destination,archived_to
Tencent-Hunyuan HunyuanCustom f68405d873cd4c3eb176d2617b57ae89.md,Tencent-Hunyuan/HunyuanCustom,duplicate-within-batch,same normalized title in current batch,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Tencent-Hunyuan HunyuanCustom f68405d873cd4c3eb176d2617b57ae89.md
Tencent-Hunyuan HunyuanVideo-Avatar b0d16b4910f04342a338cdd5d7530554.md,Tencent-Hunyuan/HunyuanVideo-Avatar,ingested-entity-card,,Knowledge/Audio-Fusion/tencent-hunyuan-hunyuanvideo-avatar.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Tencent-Hunyuan HunyuanVideo-Avatar b0d16b4910f04342a338cdd5d7530554.md
Tencent-Hunyuan InstantCharacter 462cefd8a4c548129d3ba1c7cd966771.md,Tencent-Hunyuan/InstantCharacter,ingested-substantive-note,,Notes/Notion-Dump/tencent-hunyuan-instantcharacter.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Tencent-Hunyuan InstantCharacter 462cefd8a4c548129d3ba1c7cd966771.md
TencentARC CubeComposer 35bb4695a24d8146ab9ad2113fd3dc0d.md,TencentARC/CubeComposer,ingested-entity-card,,Knowledge/AI-Video/tencentarc-cubecomposer.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/TencentARC CubeComposer 35bb4695a24d8146ab9ad2113fd3dc0d.md
TencentARC CubeComposer 35bb4695a24d816d805dc4d9d82d9cb0.md,TencentARC/CubeComposer,duplicate-within-batch,same normalized title in current batch,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/TencentARC CubeComposer 35bb4695a24d816d805dc4d9d82d9cb0.md
TencentARC ToonComposer 289a265b8653412b9cd94b18375ba104.md,TencentARC/ToonComposer,ingested-entity-card,,Knowledge/AI-Video/tencentarc-tooncomposer.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/TencentARC ToonComposer 289a265b8653412b9cd94b18375ba104.md
TencentARC Track4World 35bb4695a24d81e594ccefad075da103.md,TencentARC/Track4World,ingested-entity-card,,Knowledge/VFX/tencentarc-track4world.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/TencentARC Track4World 35bb4695a24d81e594ccefad075da103.md
Test Page 327b4695a24d815f8bc2fa469b77ae56.md,Test Page,ingested-entity-card,,Knowledge/General-AI-VFX/test-page.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Test Page 327b4695a24d815f8bc2fa469b77ae56.md
Test Page 338b4695a24d817186f3ce291cf07fb9.md,Test Page,duplicate-within-batch,same normalized title in current batch,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Test Page 338b4695a24d817186f3ce291cf07fb9.md
Test Page — Standardized 338b4695a24d81af8854dfff3ba6d875.md,Test Page — Standardized,ingested-entity-card,,Knowledge/AI-Agents/test-page-standardized.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Test Page — Standardized 338b4695a24d81af8854dfff3ba6d875.md
The Difference Between Anamorphic And Spherical Le 1bbb4695a24d81a683cceb293d6e6051.md,The Difference Between Anamorphic And Spherical Lenses Explained,ingested-entity-card,,Knowledge/General-AI-VFX/the-difference-between-anamorphic-and-spherical-lenses-explained.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/The Difference Between Anamorphic And Spherical Le 1bbb4695a24d81a683cceb293d6e6051.md
The Easy Way to Design Top Tier Websites 181b4695a24d81b4850bf145d590812f.md,The Easy Way to Design Top Tier Websites,ingested-entity-card,,Knowledge/General-AI-VFX/the-easy-way-to-design-top-tier-websites.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/The Easy Way to Design Top Tier Websites 181b4695a24d81b4850bf145d590812f.md
The First AI Cinema Camera Is Wild! - YouTube - Th 0d1fdec39c234d28ab31798799767c46.md,The First AI Cinema Camera Is Wild! - YouTube - Theoretically Media,ingested-entity-card,,Knowledge/AI-Video/the-first-ai-cinema-camera-is-wild-youtube-theoretically-media.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/The First AI Cinema Camera Is Wild! - YouTube - Th 0d1fdec39c234d28ab31798799767c46.md
The Journaling System that changed my life 180b4695a24d81b38189d63562427620.md,The Journaling System that changed my life,excluded-nontechnical,personal/lifestyle item; archived without knowledge card,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/The Journaling System that changed my life 180b4695a24d81b38189d63562427620.md
The ONLY Graphic Design Process You Need In 2025!  184b4695a24d81aebf8ec691afb63059.md,The ONLY Graphic Design Process You Need In 2025! (BOOKMARK THIS),ingested-entity-card,,Knowledge/General-AI-VFX/the-only-graphic-design-process-you-need-in-2025-bookmark-this.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/The ONLY Graphic Design Process You Need In 2025!  184b4695a24d81aebf8ec691afb63059.md
The Sony ILX-LR1 - Radiance Fields ba31953c33be40cbb7cc6380872bc41b.md,The Sony ILX-LR1 - Radiance Fields,ingested-substantive-note,,Notes/Notion-Dump/the-sony-ilx-lr1-radiance-fields.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/The Sony ILX-LR1 - Radiance Fields ba31953c33be40cbb7cc6380872bc41b.md
The future of social media 2025 trends you NEED to 180b4695a24d81028e2ecb36b8a69e5e.md,The future of social media | 2025 trends you NEED to know,excluded-nontechnical,personal/lifestyle item; archived without knowledge card,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/The future of social media 2025 trends you NEED to 180b4695a24d81028e2ecb36b8a69e5e.md
This AI changes animation forever - YouTube - AI S 25aeac40570b409580c8e25694f5a305.md,This AI changes animation forever - YouTube - AI Search,ingested-entity-card,,Knowledge/AI-Video/this-ai-changes-animation-forever-youtube-ai-search.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/This AI changes animation forever - YouTube - AI S 25aeac40570b409580c8e25694f5a305.md
This AI changes animation forever - YouTube - AI S c24c9d4e102348d4b8b498cfbad8904d.md,This AI changes animation forever - YouTube - AI Search,duplicate-within-batch,same normalized title in current batch,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/This AI changes animation forever - YouTube - AI S c24c9d4e102348d4b8b498cfbad8904d.md
This AI deepfake tool is WAY too real Full body an 1a1b4695a24d81588142ce0497c4a3d9.md,This AI deepfake tool is WAY too real. Full body animation,ingested-entity-card,,Knowledge/AI-3D/this-ai-deepfake-tool-is-way-too-real-full-body-animation.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/This AI deepfake tool is WAY too real Full body an 1a1b4695a24d81588142ce0497c4a3d9.md
This NotebookLM + Perplexity Workflow Will Cut You 184b4695a24d814b811df798b9bf6061.md,This NotebookLM + Perplexity Workflow Will Cut Your Research Time by 50% (or More),ingested-entity-card,,Knowledge/General-AI-VFX/this-notebooklm-perplexity-workflow-will-cut-your-research-time-by-50-or-more.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/This NotebookLM + Perplexity Workflow Will Cut You 184b4695a24d814b811df798b9bf6061.md
Tips for Using AI in Video to speed up your workfl 07b5999f0c914383bbf4ee6551ca3f5e.md,Tips for Using AI in Video to speed up your workflow,ingested-entity-card,,Knowledge/AI-Video/tips-for-using-ai-in-video-to-speed-up-your-workflow.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Tips for Using AI in Video to speed up your workfl 07b5999f0c914383bbf4ee6551ca3f5e.md
To stop procrastination 176b4695a24d8021a029cfb5a687cd91.md,To stop procrastination,excluded-nontechnical,personal/lifestyle item; archived without knowledge card,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/To stop procrastination 176b4695a24d8021a029cfb5a687cd91.md
Tool 176b4695a24d80249b0fcfdb32e40481.md,Tool,ingested-entity-card,,Knowledge/General-AI-VFX/tool.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Tool 176b4695a24d80249b0fcfdb32e40481.md
Tripo AI - Create Your First 3D Model with Text an 0265db2ab5bb48638f69386d7ffef4cf.md,Tripo AI - Create Your First 3D Model with Text and Image in Seconds,ingested-entity-card,,Knowledge/AI-3D/tripo-ai-create-your-first-3d-model-with-text-and-image-in-seconds.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Tripo AI - Create Your First 3D Model with Text an 0265db2ab5bb48638f69386d7ffef4cf.md
TurboDiffusion 2d5b4695a24d81659628e14bb416ead6.md,TurboDiffusion,ingested-entity-card,,Knowledge/AI-Image-Midjourney/turbodiffusion.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/TurboDiffusion 2d5b4695a24d81659628e14bb416ead6.md
TwinFlow-Z-Image-Turbo 2deb4695a24d81a3b241d8be1d7b5871.md,TwinFlow-Z-Image-Turbo,ingested-entity-card,,Knowledge/AI-Image-Midjourney/twinflow-z-image-turbo.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/TwinFlow-Z-Image-Turbo 2deb4695a24d81a3b241d8be1d7b5871.md
URAvatar Universal Relightable Gaussian Codec Avat 2c581125d9974f03a888eaa89da1209c.md,URAvatar: Universal Relightable Gaussian Codec Avatars,ingested-entity-card,,Knowledge/AI-3D/uravatar-universal-relightable-gaussian-codec-avatars.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/URAvatar Universal Relightable Gaussian Codec Avat 2c581125d9974f03a888eaa89da1209c.md
Ultra3D 89fec4230c1d4744b54735f398b952f5.md,Ultra3D,ingested-entity-card,,Knowledge/AI-3D/ultra3d.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Ultra3D 89fec4230c1d4744b54735f398b952f5.md
UltraShape-1 0 2deb4695a24d81539b9afb7c1a29515b.md,UltraShape-1.0,ingested-entity-card,,Knowledge/AI-3D/ultrashape-1-0.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/UltraShape-1 0 2deb4695a24d81539b9afb7c1a29515b.md
V-RGBX 2d5b4695a24d819a904bc15448741d9f.md,V-RGBX,ingested-entity-card,,Knowledge/VFX/v-rgbx.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/V-RGBX 2d5b4695a24d819a904bc15448741d9f.md
VECTOR ART in Midjourney b5acb75fab0849d5841b4f067b66da94.md,VECTOR ART in Midjourney,ingested-entity-card,,Knowledge/AI-Image-Midjourney/vector-art-in-midjourney.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/VECTOR ART in Midjourney b5acb75fab0849d5841b4f067b66da94.md
Veo 2 97fb514b61444bd68451acc5cd5b8b19.md,Veo 2,ingested-entity-card,,Knowledge/AI-Video/veo-2.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Veo 2 97fb514b61444bd68451acc5cd5b8b19.md
ViSAudio 2d3b4695a24d81ccb537fea72b0f4ca6.md,ViSAudio,ingested-entity-card,,Knowledge/Audio-Fusion/visaudio.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/ViSAudio 2d3b4695a24d81ccb537fea72b0f4ca6.md
Video Interpolation with Diffusion Models 0405e61cfd8a4db68e25ef173d7b3aa1.md,Video Interpolation with Diffusion Models,ingested-substantive-note,,Notes/Notion-Dump/video-interpolation-with-diffusion-models.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Video Interpolation with Diffusion Models 0405e61cfd8a4db68e25ef173d7b3aa1.md
VideoFrom3D 2aeb4695a24d81af9dd4f00f824dbc32.md,VideoFrom3D,ingested-entity-card,,Knowledge/AI-3D/videofrom3d.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/VideoFrom3D 2aeb4695a24d81af9dd4f00f824dbc32.md
VideoGigaGAN 3c9280a6f25744979fa08bc40410af65.md,VideoGigaGAN,ingested-entity-card,,Knowledge/AI-Video/videogigagan.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/VideoGigaGAN 3c9280a6f25744979fa08bc40410af65.md
Volinga Elevates with Desktop Suite Release - Radi 27e6f38b2dd943b48634408c805e2846.md,Volinga Elevates with Desktop Suite Release - Radiance Fields,ingested-entity-card,,Knowledge/VFX/volinga-elevates-with-desktop-suite-release-radiance-fields.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Volinga Elevates with Desktop Suite Release - Radi 27e6f38b2dd943b48634408c805e2846.md
WZDTHU NiT 32f6d9657adb4412bad88dcff73bede2.md,WZDTHU/NiT,ingested-entity-card,,Knowledge/AI-Image-Midjourney/wzdthu-nit.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/WZDTHU NiT 32f6d9657adb4412bad88dcff73bede2.md
Wan 2 1 26c6abaa6197469d8b89079757ab9dea.md,Wan 2.1,ingested-entity-card,,Knowledge/AI-Image-Midjourney/wan-2-1.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Wan 2 1 26c6abaa6197469d8b89079757ab9dea.md
Wan-Alpha 2aeb4695a24d81138043f0d61ae7803a.md,Wan-Alpha,already-ingested,exact:Knowledge/AI-Video/Wan-Alpha.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Wan-Alpha 2aeb4695a24d81138043f0d61ae7803a.md
Wan-Video Wan2 1 Wan Open and Advanced Large-Scale d0a6714049ae42c7ba7dc7c4e0050b52.md,Wan-Video/Wan2.1: Wan: Open and Advanced Large-Scale Video Generative Models,ingested-entity-card,,Knowledge/AI-Image-Midjourney/wan-video-wan2-1-wan-open-and-advanced-large-scale-video-generative-models.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Wan-Video Wan2 1 Wan Open and Advanced Large-Scale d0a6714049ae42c7ba7dc7c4e0050b52.md
Wan2 2-Lightning 2aeb4695a24d8124b4bdff8cbdf24826.md,Wan2.2-Lightning,already-ingested,exact:Knowledge/AI-Video/Wan2.2-Lightning.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Wan2 2-Lightning 2aeb4695a24d8124b4bdff8cbdf24826.md
Washed Out The Hardest Part 9263247c24414d68854c3dd6a035f20c.md,"Washed Out ""The Hardest Part""",ingested-entity-card,,Knowledge/AI-Video/washed-out-the-hardest-part.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Washed Out The Hardest Part 9263247c24414d68854c3dd6a035f20c.md
WavTTS 379b4695a24d8100bf59c3387b12ae81.md,WavTTS,already-ingested,exact:Knowledge/AI-TTS/wavtts.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/WavTTS 379b4695a24d8100bf59c3387b12ae81.md
WavTTS 379b4695a24d81698445da02d136f1c1.md,WavTTS,already-ingested,exact:Knowledge/AI-TTS/wavtts.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/WavTTS 379b4695a24d81698445da02d136f1c1.md
WavTTS 379b4695a24d8182a668e62815dcdc9f.md,WavTTS,already-ingested,exact:Knowledge/AI-TTS/wavtts.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/WavTTS 379b4695a24d8182a668e62815dcdc9f.md
WavTTS 379b4695a24d81eba234d543ecf3d040.md,WavTTS,already-ingested,exact:Knowledge/AI-TTS/wavtts.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/WavTTS 379b4695a24d81eba234d543ecf3d040.md
WeChatCV Stand-In c20bcb200b92487e872e57419cb27772.md,WeChatCV/Stand-In,ingested-entity-card,,Knowledge/AI-Video/wechatcv-stand-in.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/WeChatCV Stand-In c20bcb200b92487e872e57419cb27772.md
Website design trends 2025 2beb4695a24d805b98c5d2ba93e7e14f.md,Website design trends 2025,ingested-entity-card,,Knowledge/General-AI-VFX/website-design-trends-2025.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Website design trends 2025 2beb4695a24d805b98c5d2ba93e7e14f.md
Why Every Small Business Needs to Use This Method 181b4695a24d81b68925cbc0eac9d480.md,Why Every Small Business Needs to Use This Method,excluded-nontechnical,personal/lifestyle item; archived without knowledge card,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Why Every Small Business Needs to Use This Method 181b4695a24d81b68925cbc0eac9d480.md
Why Every Small Business Needs to Use This Method 184b4695a24d81d58c8df895dcd8e95f.md,Why Every Small Business Needs to Use This Method,excluded-nontechnical,personal/lifestyle item; archived without knowledge card,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Why Every Small Business Needs to Use This Method 184b4695a24d81d58c8df895dcd8e95f.md
Writing Idea Database Broad Categories 29ab4695a24d8049ac24c253f587738a.md,Writing Idea Database: Broad Categories,ingested-entity-card,,Knowledge/General-AI-VFX/writing-idea-database-broad-categories.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Writing Idea Database Broad Categories 29ab4695a24d8049ac24c253f587738a.md
X-Portrait 2 Highly Expressive Portrait Animation 2981821039654620a754533ead177552.md,X-Portrait 2: Highly Expressive Portrait Animation,ingested-entity-card,,Knowledge/AI-3D/x-portrait-2-highly-expressive-portrait-animation.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/X-Portrait 2 Highly Expressive Portrait Animation 2981821039654620a754533ead177552.md
YUME 2aeb4695a24d818daee5d487da3421f3.md,YUME,ingested-entity-card,,Knowledge/AI-Image-Midjourney/yume.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/YUME 2aeb4695a24d818daee5d487da3421f3.md
"Yann LeCun Deep Learning, ConvNets, and Self-Super 02ebaa24018043ccb1503693c60c49b6.md","Yann LeCun: Deep Learning, ConvNets, and Self-Supervised Learning | Lex Fridman Podcast #36 - YouTube - Lex Fridman",ingested-entity-card,,Knowledge/AI-Agents/yann-lecun-deep-learning-convnets-and-self-supervised-learning-lex-fridman-podcast-36-youtube-lex-fridman.md,"raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Yann LeCun Deep Learning, ConvNets, and Self-Super 02ebaa24018043ccb1503693c60c49b6.md"
Yoom Motion Capture - Performance Capture - Finger cedaa34e241c464f9b32747cc8bf4678.md,Yoom | Motion Capture - Performance Capture - Fingers Capture,already-ingested,word-match:Knowledge/Motion-Capture/yoom-motion-capture.md:0.80,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Yoom Motion Capture - Performance Capture - Finger cedaa34e241c464f9b32747cc8bf4678.md
Youtube 174b4695a24d808a99e9edd8337e4a8b.md,Youtube,ingested-entity-card,,Knowledge/General-AI-VFX/youtube.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Youtube 174b4695a24d808a99e9edd8337e4a8b.md
Z-Image 2bfb4695a24d813781a6dd2e872dcff5.md,Z-Image,ingested-entity-card,,Knowledge/AI-Image-Midjourney/z-image.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/Z-Image 2bfb4695a24d813781a6dd2e872dcff5.md
air head 🎈 behind-the-scenes - YouTube - shy kids 1ae46fc065974fabaddbbdc9481d3066.md,air head 🎈 behind-the-scenes - YouTube - shy kids,ingested-entity-card,,Knowledge/AI-Video/air-head-behind-the-scenes-youtube-shy-kids.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/air head 🎈 behind-the-scenes - YouTube - shy kids 1ae46fc065974fabaddbbdc9481d3066.md
ali-vilab UniAnimate-DiT 9be6b004a4a24003a69b35bd0cfe9324.md,ali-vilab/UniAnimate-DiT,ingested-entity-card,,Knowledge/Motion-Capture/ali-vilab-unianimate-dit.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/ali-vilab UniAnimate-DiT 9be6b004a4a24003a69b35bd0cfe9324.md
ali-vilab VACE 0f05548cfa744210a87f15d93e7599b0.md,ali-vilab/VACE,ingested-entity-card,,Knowledge/AI-Video/ali-vilab-vace.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/ali-vilab VACE 0f05548cfa744210a87f15d93e7599b0.md
arielshaulov FlowMo 7f0f83242cc9403f9cece323b5aadfb1.md,arielshaulov/FlowMo,ingested-entity-card,,Knowledge/AI-Video/arielshaulov-flowmo.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/arielshaulov FlowMo 7f0f83242cc9403f9cece323b5aadfb1.md
bmaltais kohya_ss e5bc33908c5c4282b90d062531b29d66.md,bmaltais/kohya_ss,ingested-substantive-note,,Notes/Notion-Dump/bmaltais-kohya-ss.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/bmaltais kohya_ss e5bc33908c5c4282b90d062531b29d66.md
bytedance DreamO DreamO 7f22af31163842d0ad8f8b12d08baf38.md,bytedance/DreamO: DreamO,already-ingested,word-match:Knowledge/AI-Video/DreamO-ByteDance.md:1.00,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/bytedance DreamO DreamO 7f22af31163842d0ad8f8b12d08baf38.md
caiyuanhao1998 Open-OmniVCus OmniVCus 074c05e37fad496b911a93bce61a51af.md,caiyuanhao1998/Open-OmniVCus: OmniVCus,ingested-entity-card,,Knowledge/AI-Video/caiyuanhao1998-open-omnivcus-omnivcus.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/caiyuanhao1998 Open-OmniVCus OmniVCus 074c05e37fad496b911a93bce61a51af.md
chatterbox 32fb4695a24d8157ba40e335cd6f9bd9.md,chatterbox,already-ingested,exact:Knowledge/Audio-Fusion/chatterbox.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/chatterbox 32fb4695a24d8157ba40e335cd6f9bd9.md
cjeen LoRAEdit 70cf8bade7db456ca46a4b2bc62850eb.md,cjeen/LoRAEdit,ingested-entity-card,,Knowledge/AI-Image-Midjourney/cjeen-loraedit.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/cjeen LoRAEdit 70cf8bade7db456ca46a4b2bc62850eb.md
cvlab-kaist TAIR d13c29a101cb447f8bf645e53ee91b16.md,cvlab-kaist/TAIR,ingested-entity-card,,Knowledge/AI-Image-Midjourney/cvlab-kaist-tair.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/cvlab-kaist TAIR d13c29a101cb447f8bf645e53ee91b16.md
deepgen 335b4695a24d81ae8578dfb18af41cdf.md,deepgen,ingested-entity-card,,Knowledge/AI-Image-Midjourney/deepgen.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/deepgen 335b4695a24d81ae8578dfb18af41cdf.md
dejavu 1aaffb56cef4401089aed346717ed559.md,dejavu,already-ingested,exact:Knowledge/AI-3D/dejavu.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/dejavu 1aaffb56cef4401089aed346717ed559.md
ewrfcas Uni3C c7b2cafed5654defb49b43f0d085d06f.md,ewrfcas/Uni3C,ingested-entity-card,,Knowledge/AI-Image-Midjourney/ewrfcas-uni3c.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/ewrfcas Uni3C c7b2cafed5654defb49b43f0d085d06f.md
facebookresearch EdgeTAM 087fe552d85246688b22cc7b9354a327.md,facebookresearch/EdgeTAM,ingested-entity-card,,Knowledge/AI-Video/facebookresearch-edgetam.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/facebookresearch EdgeTAM 087fe552d85246688b22cc7b9354a327.md
hanjq17 Spectrum 35bb4695a24d8120a684e9f64a30117d.md,hanjq17/Spectrum,ingested-entity-card,,Knowledge/AI-Image-Midjourney/hanjq17-spectrum.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/hanjq17 Spectrum 35bb4695a24d8120a684e9f64a30117d.md
hanjq17 Spectrum 35bb4695a24d81d7a0f4f10d8aef5d24.md,hanjq17/Spectrum,duplicate-within-batch,same normalized title in current batch,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/hanjq17 Spectrum 35bb4695a24d81d7a0f4f10d8aef5d24.md
henry123-boy SpaTracker [CVPR 2024 Highlight] Offi f6f09df40e764bbca6f635cef79754b4.md,henry123-boy/SpaTracker: [CVPR 2024 Highlight] Official PyTorch implementation of SpatialTracker: Tracking Any 2D Pixels in 3D Space,ingested-substantive-note,,Notes/Notion-Dump/henry123-boy-spatracker-cvpr-2024-highlight-official-pytorch-implementation-of-spatialtracker-tracking-any-2d-.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/henry123-boy SpaTracker [CVPR 2024 Highlight] Offi f6f09df40e764bbca6f635cef79754b4.md
